X O O O _ _ X _ X | 0.0 0.0 0.0 0.0 -0.99 -0.99 0.0 0.98 0.0 
X O O _ O _ X X _ | 0.0 0.0 0.0 -0.99 0.0 -0.99 0.0 0.0 -0.99 
X O O _ O _ X _ X | 0.0 0.0 0.0 -0.99 0.0 -0.99 0.0 1.0 0.0 
X O O _ _ O X X _ | 0.0 0.0 0.0 -0.99 -0.99 0.0 0.0 0.0 1.0 
X O O _ _ O X _ X | 0.0 0.0 0.0 -0.99 -0.99 0.0 0.0 -0.99 0.0 
X O O _ _ _ X O X | 0.0 0.0 0.0 0.98 1.0 -0.99 0.0 0.0 0.0 
X O O _ _ _ X X O | 0.0 0.0 0.0 0.0 -0.99 1.0 0.0 0.0 0.0 
X O O _ _ _ _ X _ | 0.0 0.0 0.0 0.0 -0.97 0.96 0.96 0.0 0.0 
X O O O _ _ _ X X | 0.0 0.0 0.0 0.0 -0.99 -0.99 0.98 0.0 0.0 
X O O _ O _ _ X X | 0.0 0.0 0.0 -0.99 0.0 -0.99 1.0 0.0 0.0 
X O O _ _ O _ X X | 0.0 0.0 0.0 -0.99 -0.99 0.0 0.98 0.0 0.0 
X O O _ _ _ O X X | 0.0 0.0 0.0 0.98 1.0 0.98 0.0 0.0 0.0 
X O O _ _ _ _ _ X | 0.0 0.0 0.0 0.96 0.98 -0.97 0.98 0.98 0.0 
X O X O _ _ _ _ _ | 0.0 0.0 0.0 0.0 0.98 0.97 0.0 0.97 0.0 
X O X O O X _ _ _ | 0.0 0.0 0.0 0.0 0.0 0.0 -0.99 1.0 0.0 
X O X O O X O X _ | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
X O X O O X X _ O | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 
X O X O O X _ X O | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
X O X O O _ X _ _ | 0.0 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.98 
X O X O O _ X X O | 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 
X O X O O _ _ X _ | 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 
X O X O O _ O X X | 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 
X O X O O _ _ _ X | 0.0 0.0 0.0 0.0 0.0 1.0 -0.99 1.0 0.0 
X O X O X O _ _ _ | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.99 0.0 
X O X O X O O X _ | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
X O X O X O _ X O | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
X O X O _ O X _ _ | 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.98 0.98 
X O X O _ O X O X | 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 
X O X O _ O X X O | 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 
X O X O _ O _ X _ | 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 
X O X O _ O O X X | 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 
X O X O _ O _ _ X | 0.0 0.0 0.0 0.0 1.0 0.0 0.98 0.98 0.0 
X O X O X _ O _ _ | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.98 0.0 
X O X O X X O O _ | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 
X O X O X X O _ O | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 
X O X O X _ O X O | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
X O X O _ X O _ _ | 0.0 0.0 0.0 0.0 -0.99 0.0 0.0 -0.99 0.0 
X O X O _ X O X O | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
X O X O _ _ O X _ | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
X O X O _ _ O _ X | 0.0 0.0 0.0 0.0 -0.99 0.98 0.0 -0.99 0.0 
X O X O X _ _ O _ | 0.0 0.0 0.0 0.0 0.0 0.99 0.98 0.0 0.98 
X O X O X X _ O O | 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 
X O X O _ X _ O _ | 0.0 0.0 0.0 0.0 1.0 0.0 -0.99 0.0 0.98 
X O X O _ X X O O | 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 
X O X O _ _ X O _ | 0.0 0.0 0.0 0.0 1.0 0.98 0.0 0.0 0.98 
X O X O _ _ _ O X | 0.0 0.0 0.0 0.0 1.0 0.98 -0.99 0.0 0.0 
X O X O X _ _ _ O | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.98 0.0 
X O X O _ X _ _ O | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.98 0.0 
X O X O _ _ X _ O | 0.0 0.0 0.0 0.0 0.98 0.98 0.0 0.98 0.0 
X O X O _ _ _ X O | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
X O _ O X _ _ _ _ | 0.0 0.0 0.0 0.0 0.0 0.96 0.0 0.96 0.0 
X O _ O X O X _ _ | 0.0 0.0 0.98 0.0 0.0 0.0 0.0 0.99 0.98 
X O _ O X O X X O | 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 
X O _ O X O _ X _ | 0.0 0.0 0.98 0.0 0.0 0.0 0.0 0.0 0.0 
X O _ O X X O _ _ | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.98 0.0 
X O _ O X X O X O | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
X O _ O X _ O X _ | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
X O _ O X X _ O _ | 0.0 0.0 0.0 0.0 0.0 0.0 0.98 0.0 0.0 
X O _ O X X X O O | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
X O _ O X _ X O _ | 0.0 0.0 0.0 0.0 0.0 0.99 0.0 0.0 0.0 
X O _ O X X _ _ O | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
X O _ O X _ X _ O | 0.0 0.0 0.0 0.0 0.0 0.98 0.0 0.0 0.0 
X O _ O X _ _ X O | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
X O _ O _ X _ _ _ | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.96 0.0 
X O _ O O X X _ _ | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 
X O _ O O X X X O | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
X O _ O O X _ X _ | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
X O _ O O X O X X | 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 
X O _ O O X _ _ X | 0.0 0.0 0.98 0.0 0.0 0.0 -0.99 1.0 0.0 
X O _ O _ X O X _ | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
X O _ O _ X O _ X | 0.0 0.0 0.98 0.0 -0.99 0.0 0.0 -0.99 0.0 
X O _ O _ X X O _ | 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 
X O _ O _ X _ O X | 0.0 0.0 0.98 0.0 1.0 0.0 -0.99 0.0 0.0 
X O _ O _ X X _ O | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
X O _ O _ X _ X O | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
X O _ O _ _ X _ _ | 0.0 0.0 0.0 0.0 0.98 0.97 0.0 0.97 0.0 
X O _ O O _ X X _ | 0.0 0.0 -0.99 0.0 0.0 1.0 0.0 0.0 0.0 
X O _ O O _ X _ X | 0.0 0.0 -0.99 0.0 0.0 1.0 0.0 1.0 0.0 
X O _ O _ O X X _ | 0.0 0.0 -0.99 0.0 1.0 0.0 0.0 0.0 0.98 
X O _ O _ O X _ X | 0.0 0.0 -0.99 0.0 1.0 0.0 0.0 0.98 0.0 
X O _ O _ _ X O X | 0.0 0.0 0.98 0.0 1.0 0.98 0.0 0.0 0.0 
X O _ O _ _ X X O | 0.0 0.0 0.0 0.0 0.0 0.98 0.0 0.0 0.0 
X O _ O _ _ _ X _ | 0.0 0.0 0.0 0.0 0.0 0.96 0.0 0.0 0.0 
X O _ O O _ _ X X | 0.0 0.0 -0.99 0.0 0.0 1.0 0.98 0.0 0.0 
X O _ O _ O _ X X | 0.0 0.0 -0.99 0.0 1.0 0.0 0.98 0.0 0.0 
X O _ O _ _ O X X | 0.0 0.0 0.98 0.0 0.98 0.98 0.0 0.0 0.0 
X O _ O _ _ _ _ X | 0.0 0.0 0.96 0.0 0.98 0.98 0.96 0.98 0.0 
X O X _ O _ _ _ _ | 0.0 0.0 0.0 0.98 0.0 0.98 0.0 1.0 0.0 
X O X X O O _ _ _ | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -0.99 
X O X X O O O X _ | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
X O X X O O O _ X | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 
X O X X O O _ X O | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
X O X _ O O X _ _ | 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 -0.99 
X O X _ O O X X O | 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 
X O X _ O O _ X _ | 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 
X O X _ O O O X X | 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 
X O X _ O O _ _ X | 0.0 0.0 0.0 1.0 0.0 0.0 0.98 1.0 0.0 
X O X X O _ O _ _ | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 
X O X X O X O _ O | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 
X O X X O _ O X O | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
X O X _ O X O _ _ | 0.0 0.0 0.0 -0.99 0.0 0.0 0.0 1.0 0.0 
X O X _ O X O X O | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
X O X _ O _ O X _ | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
X O X _ O _ O _ X | 0.0 0.0 0.0 -0.99 0.0 0.98 0.0 1.0 0.0 
X O X X O _ _ _ O | 0.0 0.0 0.0 0.0 0.0 -0.99 0.0 1.0 0.0 
X O X _ O X _ _ O | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 
X O X _ O _ X _ O | 0.0 0.0 0.0 0.98 0.0 -0.99 0.0 1.0 0.0 
X O X _ O _ _ X O | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
X O _ X O _ _ _ _ | 0.0 0.0 -0.99 0.0 0.0 -0.99 0.98 1.0 -0.99 
X O _ X O O _ X _ | 0.0 0.0 -0.99 0.0 0.0 0.0 0.0 0.0 -0.99 
X O _ X O O O X X | 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 
X O _ X O O _ _ X | 0.0 0.0 -0.99 0.0 0.0 0.0 0.98 1.0 0.0 
X O _ X O X O _ _ | 0.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.98 
X O _ X O X O X O | 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 
X O _ X O _ O X _ | 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 
X O _ X O _ O _ X | 0.0 0.0 1.0 0.0 0.0 0.98 0.0 1.0 0.0 
X O _ X O X _ _ O | 0.0 0.0 -0.99 0.0 0.0 0.0 0.98 1.0 0.0 
X O _ X O _ _ X O | 0.0 0.0 -0.99 0.0 0.0 -0.99 0.0 0.0 0.0 
X O _ _ O X _ _ _ | 0.0 0.0 0.98 0.0 0.0 0.0 0.98 1.0 0.0 
X O _ _ O X O X _ | 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 
X O _ _ O X O _ X | 0.0 0.0 1.0 -0.99 0.0 0.0 0.0 1.0 0.0 
X O _ _ O X X _ O | 0.0 0.0 -0.99 0.0 0.0 0.0 0.0 1.0 0.0 
X O _ _ O X _ X O | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
X O _ _ O _ X _ _ | 0.0 0.0 -0.99 0.98 0.0 -0.99 0.0 1.0 -0.99 
X O _ _ O O X X _ | 0.0 0.0 -0.99 1.0 0.0 0.0 0.0 0.0 -0.99 
X O _ _ O O X _ X | 0.0 0.0 -0.99 1.0 0.0 0.0 0.0 1.0 0.0 
X O _ _ O _ X X O | 0.0 0.0 -0.99 0.0 0.0 -0.99 0.0 0.0 0.0 
X O _ _ O _ _ X _ | 0.0 0.0 -0.97 0.0 0.0 0.0 0.0 0.0 0.0 
X O _ _ O O _ X X | 0.0 0.0 -0.99 1.0 0.0 0.0 0.98 0.0 0.0 
X O _ _ O _ O X X | 0.0 0.0 1.0 0.98 0.0 0.98 0.0 0.0 0.0 
X O _ _ O _ _ _ X | 0.0 0.0 0.98 0.98 0.0 0.98 0.98 1.0 0.0 
X O X _ _ O _ _ _ | 0.0 0.0 0.0 0.97 0.98 0.0 0.0 0.97 0.0 
X O X X _ O O _ _ | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.98 0.0 
X O X X X O O O _ | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 
X O X X _ O O O X | 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 
X O X X X O O _ O | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 
X O X X _ O O X O | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
X O X _ X O O _ _ | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.98 0.0 
X O X _ X O O X O | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
X O X _ _ O O X _ | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
X O X _ _ O O _ X | 0.0 0.0 0.0 0.98 0.98 0.0 0.0 0.98 0.0 
X O X X _ O _ O _ | 0.0 0.0 0.0 0.0 1.0 0.0 0.98 0.0 -0.99 
X O X X X O _ O O | 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 
X O X _ X O _ O _ | 0.0 0.0 0.0 0.99 0.0 0.0 0.98 0.0 0.98 
X O X _ _ O X O _ | 0.0 0.0 0.0 0.98 1.0 0.0 0.0 0.0 -0.99 
X O X _ _ O _ O X | 0.0 0.0 0.0 0.98 1.0 0.0 0.98 0.0 0.0 
X O X X _ O _ _ O | 0.0 0.0 0.0 0.0 -0.99 0.0 0.0 -0.99 0.0 
X O X _ X O _ _ O | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.98 0.0 
X O X _ _ O X _ O | 0.0 0.0 0.0 0.98 -0.99 0.0 0.0 -0.99 0.0 
X O X _ _ O _ X O | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
X O _ X _ O _ _ _ | 0.0 0.0 -0.99 0.0 -0.99 0.0 0.96 -0.99 -0.99 
X O _ X X O O _ _ | 0.0 0.0 0.98 0.0 0.0 0.0 0.0 0.98 0.98 
X O _ X X O O X O | 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 
X O _ X _ O O X _ | 0.0 0.0 0.98 0.0 0.0 0.0 0.0 0.0 0.0 
X O _ X _ O O _ X | 0.0 0.0 0.98 0.0 0.98 0.0 0.0 0.98 0.0 
X O _ X X O _ O _ | 0.0 0.0 -0.99 0.0 0.0 0.0 0.98 0.0 -0.99 
X O _ X _ O _ O X | 0.0 0.0 -0.99 0.0 1.0 0.0 0.98 0.0 0.0 
X O _ X X O _ _ O | 0.0 0.0 1.0 0.0 0.0 0.0 0.98 -0.99 0.0 
X O _ X _ O _ X O | 0.0 0.0 1.0 0.0 -0.99 0.0 0.0 0.0 0.0 
X O _ _ X O _ _ _ | 0.0 0.0 0.98 0.96 0.0 0.0 0.96 0.96 0.96 
X O _ _ X O O X _ | 0.0 0.0 0.98 0.0 0.0 0.0 0.0 0.0 0.0 
X O _ _ X O X O _ | 0.0 0.0 -0.99 0.99 0.0 0.0 0.0 0.0 -0.99 
X O _ _ X O X _ O | 0.0 0.0 1.0 0.98 0.0 0.0 0.0 -0.99 0.0 
X O _ _ X O _ X O | 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 
X O _ _ _ O X _ _ | 0.0 0.0 -0.99 0.97 -0.99 0.0 0.0 -0.99 -0.99 
X O _ _ _ O X O X | 0.0 0.0 -0.99 0.98 1.0 0.0 0.0 0.0 0.0 
X O _ _ _ O X X O | 0.0 0.0 1.0 0.98 -0.99 0.0 0.0 0.0 0.0 
X O _ _ _ O _ X _ | 0.0 0.0 0.96 0.96 0.0 0.0 0.0 0.0 0.0 
X O _ _ _ O O X X | 0.0 0.0 0.98 0.98 0.98 0.0 0.0 0.0 0.0 
X O _ _ _ O _ _ X | 0.0 0.0 -0.97 0.98 0.98 0.0 0.96 0.98 0.0 
X O X _ _ _ O _ _ | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.98 0.0 
X O X X _ _ O O _ | 0.0 0.0 0.0 0.0 1.0 0.98 0.0 0.0 1.0 
X O X _ X _ O O _ | 0.0 0.0 0.0 0.98 0.0 0.98 0.0 0.0 1.0 
X O X _ _ X O O _ | 0.0 0.0 0.0 -0.99 1.0 0.0 0.0 0.0 1.0 
X O X _ _ _ O O X | 0.0 0.0 0.0 -0.99 1.0 0.98 0.0 0.0 0.0 
X O X X _ _ O _ O | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 
X O X _ X _ O _ O | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 
X O X _ _ X O _ O | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 
X O X _ _ _ O X O | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
X O _ X _ _ O _ _ | 0.0 0.0 0.96 0.0 0.98 0.96 0.0 0.98 0.96 
X O _ X X _ O O _ | 0.0 0.0 -0.99 0.0 0.0 0.98 0.0 0.0 1.0 
X O _ X _ X O O _ | 0.0 0.0 -0.99 0.0 1.0 0.0 0.0 0.0 1.0 
X O _ X _ _ O O X | 0.0 0.0 0.98 0.0 1.0 0.98 0.0 0.0 0.0 
X O _ X X _ O _ O | 0.0 0.0 -0.99 0.0 0.0 0.98 0.0 1.0 0.0 
X O _ X _ X O _ O | 0.0 0.0 -0.99 0.0 0.98 0.0 0.0 1.0 0.0 
X O _ X _ _ O X O | 0.0 0.0 0.98 0.0 0.0 0.0 0.0 0.0 0.0 
X O _ _ X _ O _ _ | 0.0 0.0 0.0 0.0 0.0 0.96 0.0 0.98 0.0 
X O _ _ X X O O _ | 0.0 0.0 -0.99 0.98 0.0 0.0 0.0 0.0 1.0 
X O _ _ X X O _ O | 0.0 0.0 -0.99 0.0 0.0 0.0 0.0 1.0 0.0 
X O _ _ X _ O X O | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
X O _ _ _ X O _ _ | 0.0 0.0 0.0 0.0 0.98 0.0 0.0 0.98 0.0 
X O _ _ _ X O O X | 0.0 0.0 0.98 -0.99 1.0 0.0 0.0 0.0 0.0 
X O _ _ _ X O X O | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
X O _ _ _ _ O X _ | 0.0 0.0 0.96 0.0 0.0 0.0 0.0 0.0 0.0 
X O _ _ _ _ O _ X | 0.0 0.0 0.98 0.96 0.98 0.96 0.0 0.98 0.0 
X O X _ _ _ _ O _ | 0.0 0.0 0.0 0.97 1.0 0.97 0.98 0.0 0.98 
X O X X _ _ _ O O | 0.0 0.0 0.0 0.0 1.0 -0.99 1.0 0.0 0.0 
X O X _ X _ _ O O | 0.0 0.0 0.0 0.98 0.0 0.98 1.0 0.0 0.0 
X O X _ _ X _ O O | 0.0 0.0 0.0 0.98 1.0 0.0 1.0 0.0 0.0 
X O X _ _ _ X O O | 0.0 0.0 0.0 0.98 1.0 -0.99 0.0 0.0 0.0 
X O _ X _ _ _ O _ | 0.0 0.0 -0.99 0.0 1.0 -0.99 0.98 0.0 -0.99 
X O _ X X _ _ O O | 0.0 0.0 -0.99 0.0 0.0 -0.99 1.0 0.0 0.0 
X O _ X _ X _ O O | 0.0 0.0 -0.99 0.0 1.0 0.0 1.0 0.0 0.0 
X O _ _ X _ _ O _ | 0.0 0.0 -0.97 0.96 0.0 0.96 0.98 0.0 0.0 
X O _ _ X X _ O O | 0.0 0.0 -0.99 0.0 0.0 0.0 1.0 0.0 0.0 
X O _ _ X _ X O O | 0.0 0.0 -0.99 0.0 0.0 -0.99 0.0 0.0 0.0 
X O _ _ _ X _ O _ | 0.0 0.0 0.0 0.96 1.0 0.0 0.98 0.0 0.98 
X O _ _ _ X X O O | 0.0 0.0 -0.99 0.0 1.0 0.0 0.0 0.0 0.0 
X O _ _ _ _ X O _ | 0.0 0.0 -0.99 0.97 1.0 -0.99 0.0 0.0 -0.99 
X O _ _ _ _ _ O X | 0.0 0.0 0.98 0.98 1.0 0.98 0.98 0.0 0.0 
X O X _ _ _ _ _ O | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.98 0.0 
X O _ X _ _ _ _ O | 0.0 0.0 -0.99 0.0 -0.99 -0.99 0.96 -0.99 0.0 
X O _ _ X _ _ _ O | 0.0 0.0 0.0 0.0 0.0 0.96 0.0 0.0 0.0 
X O _ _ _ X _ _ O | 0.0 0.0 -0.97 0.0 0.0 0.0 0.0 0.98 0.0 
X O _ _ _ _ X _ O | 0.0 0.0 -0.99 0.0 -0.99 -0.99 0.0 -0.99 0.0 
X O _ _ _ _ _ X O | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
_ O X _ _ _ _ _ _ | 0.0 0.0 0.0 0.94 0.0 0.94 0.0 0.96 0.94 
_ O X O X _ _ _ _ | 0.98 0.0 0.0 0.0 0.0 0.96 0.96 0.96 0.96 
_ O X O X O _ X _ | 0.98 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
_ O X O X O O X X | 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
_ O X O X O _ _ X | 0.98 0.0 0.0 0.0 0.0 0.0 0.98 0.99 0.0 
_ O X O X X O _ _ | 1.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.99 0.98 
_ O X O X X O X O | 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
_ O X O X _ O X _ | 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
_ O X O X _ O _ X | 1.0 0.0 0.0 0.0 0.0 0.98 0.0 -0.99 0.0 
_ O X O X X _ O _ | -0.99 0.0 0.0 0.0 0.0 0.0 -0.99 0.0 0.98 
_ O X O X _ _ O X | -0.99 0.0 0.0 0.0 0.0 0.99 -0.99 0.0 0.0 
_ O X O X X _ _ O | 0.98 0.0 0.0 0.0 0.0 0.0 0.98 0.98 0.0 
_ O X O X _ _ X O | 0.98 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
_ O X O _ X _ _ _ | -0.99 0.0 0.0 0.0 -0.99 0.0 -0.99 -0.99 0.96 
_ O X O O X X _ _ | -0.99 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.98 
_ O X O O X X X O | 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
_ O X O O X _ X _ | -0.99 0.0 0.0 0.0 0.0 0.0 -0.99 0.0 0.0 
_ O X O _ X O X _ | 1.0 0.0 0.0 0.0 -0.99 0.0 0.0 0.0 0.0 
_ O X O _ X X O _ | -0.99 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.98 
_ O X O _ X X _ O | 0.98 0.0 0.0 0.0 0.98 0.0 0.0 0.98 0.0 
_ O X O _ X _ X O | 0.98 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
_ O X O _ _ X _ _ | -0.97 0.0 0.0 0.0 0.98 0.98 0.0 0.98 0.96 
_ O X O O _ X X _ | -0.99 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.98 
_ O X O O _ X _ X | -0.99 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 
_ O X O _ O X X _ | -0.99 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.98 
_ O X O _ O X _ X | -0.99 0.0 0.0 0.0 1.0 0.0 0.0 0.98 0.0 
_ O X O _ _ X O X | -0.99 0.0 0.0 0.0 1.0 0.98 0.0 0.0 0.0 
_ O X O _ _ X X O | 0.98 0.0 0.0 0.0 0.98 0.98 0.0 0.0 0.0 
_ O X O _ _ _ X _ | 0.96 0.0 0.0 0.0 0.0 0.96 0.0 0.0 0.0 
_ O X O O _ _ X X | -0.99 0.0 0.0 0.0 0.0 1.0 -0.99 0.0 0.0 
_ O X O _ O _ X X | -0.99 0.0 0.0 0.0 1.0 0.0 0.98 0.0 0.0 
_ O X O _ _ O X X | 1.0 0.0 0.0 0.0 -0.99 0.98 0.0 0.0 0.0 
_ O X O _ _ _ _ X | -0.99 0.0 0.0 0.0 -0.99 0.97 -0.99 -0.99 0.0 
_ O X X O _ _ _ _ | 0.98 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.98 
_ O X X O O X _ _ | 0.98 0.0 0.0 0.0 0.0 0.0 0.0 1.0 -0.99 
_ O X X O O X X O | 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
_ O X X O O _ X _ | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
_ O X X O O O X X | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
_ O X X O O _ _ X | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 
_ O X X O X O _ _ | -0.99 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.98 
_ O X X O X O X O | 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
_ O X X O _ O X _ | 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
_ O X X O _ O _ X | -0.99 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 
_ O X X O X _ _ O | 1.0 0.0 0.0 0.0 0.0 0.0 0.98 1.0 0.0 
_ O X X O _ X _ O | 1.0 0.0 0.0 0.0 0.0 -0.99 0.0 1.0 0.0 
_ O X X O _ _ X O | 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
_ O X _ O X _ _ _ | -0.99 0.0 0.0 -0.99 0.0 0.0 -0.99 1.0 0.98 
_ O X _ O X O X _ | -0.99 0.0 0.0 -0.99 0.0 0.0 0.0 0.0 0.0 
_ O X _ O X X _ O | 1.0 0.0 0.0 0.98 0.0 0.0 0.0 1.0 0.0 
_ O X _ O X _ X O | 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
_ O X _ O _ X _ _ | 0.98 0.0 0.0 0.98 0.0 0.98 0.0 1.0 0.98 
_ O X _ O O X X _ | -0.99 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.98 
_ O X _ O O X _ X | -0.99 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 
_ O X _ O _ X X O | 1.0 0.0 0.0 0.98 0.0 0.98 0.0 0.0 0.0 
_ O X _ O _ _ X _ | -0.97 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
